timestamp,user,image_file,true_region,prompt_type,selected_region,is_correct
2025-12-09 05:21:44,eshita,saga_complex_002.png,saga,complex,miyazaki,0
2025-12-09 05:21:57,eshita,osaka_simple_008.png,osaka,simple,osaka,1
2025-12-09 05:22:11,eshita,miyazaki_complex_009.png,miyazaki,complex,miyazaki,1
2025-12-09 05:22:56,eshita,shiga_simple_004.png,shiga,simple,shiga,1
2025-12-09 05:22:58,eshita,shiga_complex_001.png,shiga,complex,shiga,1
2025-12-09 05:23:01,eshita,saitama_simple_007.png,saitama,simple,saitama,1
2025-12-09 05:23:13,eshita,osaka_simple_006.png,osaka,simple,saitama,0
2025-12-09 05:23:15,eshita,nara_complex_004.png,nara,complex,shiga,0
2025-12-09 05:23:18,eshita,osaka_complex_005.png,osaka,complex,osaka,1
2025-12-09 05:23:21,eshita,shiga_complex_005.png,shiga,complex,shiga,1
2025-12-09 05:23:23,eshita,saitama_complex_003.png,saitama,complex,saitama,1
2025-12-09 05:23:28,eshita,osaka_complex_008.png,osaka,complex,osaka,1
2025-12-09 05:23:48,eshita,saitama_simple_004.png,saitama,simple,saitama,1
2025-12-09 05:24:41,eshita,miyazaki_complex_007.png,miyazaki,complex,saga,0
2025-12-09 05:24:44,eshita,saitama_complex_010.png,saitama,complex,saitama,1
2025-12-09 05:24:49,eshita,nara_complex_006.png,nara,complex,shiga,0
2025-12-09 05:25:22,eshita,miyazaki_complex_004.png,miyazaki,complex,miyazaki,1
2025-12-09 05:25:24,eshita,shiga_complex_002.png,shiga,complex,shiga,1
2025-12-09 05:25:28,eshita,nara_complex_008.png,nara,complex,osaka,0
2025-12-09 05:25:53,eshita,nara_complex_003.png,nara,complex,shiga,0
2025-12-09 05:26:11,eshita,saga_complex_009.png,saga,complex,miyazaki,0
2025-12-09 05:26:16,eshita,osaka_complex_009.png,osaka,complex,osaka,1
2025-12-09 05:26:22,eshita,miyazaki_complex_001.png,miyazaki,complex,miyazaki,1
2025-12-09 05:26:41,eshita,nara_complex_002.png,nara,complex,shiga,0
2025-12-09 05:27:50,eshita,osaka_simple_007.png,osaka,simple,saitama,0
2025-12-09 05:28:11,eshita,miyazaki_complex_008.png,miyazaki,complex,nara,0
2025-12-09 05:28:16,eshita,saitama_simple_005.png,saitama,simple,saitama,1
2025-12-09 05:28:19,eshita,saitama_complex_006.png,saitama,complex,saitama,1
2025-12-09 05:28:31,eshita,saitama_simple_002.png,saitama,simple,saitama,1
2025-12-09 05:28:40,eshita,miyazaki_simple_008.png,miyazaki,simple,miyazaki,1
2025-12-09 05:28:45,eshita,osaka_simple_004.png,osaka,simple,osaka,1
2025-12-09 05:28:48,eshita,shiga_complex_009.png,shiga,complex,shiga,1
2025-12-09 05:29:16,eshita,saga_simple_005.png,saga,simple,saitama,0
2025-12-09 05:30:04,eshita,nara_simple_001.png,nara,simple,nara,1
2025-12-09 05:30:10,eshita,nara_complex_001.png,nara,complex,miyazaki,0
2025-12-09 05:30:54,eshita,saitama_simple_008.png,saitama,simple,osaka,0
2025-12-09 05:32:02,eshita,miyazaki_simple_007.png,miyazaki,simple,saga,0
2025-12-09 05:32:50,eshita,miyazaki_simple_003.png,miyazaki,simple,osaka,0
2025-12-09 05:32:53,eshita,saitama_complex_009.png,saitama,complex,saitama,1
2025-12-09 05:33:07,eshita,saitama_simple_001.png,saitama,simple,saitama,1
2025-12-09 05:33:58,eshita,osaka_complex_004.png,osaka,complex,nara,0
2025-12-09 05:34:03,eshita,nara_complex_007.png,nara,complex,nara,1
2025-12-09 05:34:10,eshita,miyazaki_simple_001.png,miyazaki,simple,miyazaki,1
2025-12-09 05:34:17,eshita,saga_simple_006.png,saga,simple,saitama,0
2025-12-09 05:34:35,eshita,saga_complex_010.png,saga,complex,saga,1
2025-12-09 05:35:05,eshita,saga_simple_007.png,saga,simple,saitama,0
2025-12-09 05:35:09,eshita,shiga_complex_008.png,shiga,complex,shiga,1
2025-12-09 05:35:16,eshita,saga_simple_002.png,saga,simple,saitama,0
2025-12-09 05:35:16,eshita,nara_complex_005.png,nara,complex,saitama,0
2025-12-09 05:35:18,eshita,shiga_complex_003.png,shiga,complex,shiga,1
2025-12-09 05:35:20,eshita,saitama_simple_006.png,saitama,simple,saitama,1
2025-12-09 05:35:24,eshita,shiga_simple_007.png,shiga,simple,osaka,0
2025-12-09 05:36:01,eshita,miyazaki_simple_010.png,miyazaki,simple,osaka,0
2025-12-09 05:36:11,eshita,shiga_simple_009.png,shiga,simple,osaka,0
2025-12-09 05:36:46,eshita,nara_simple_004.png,nara,simple,osaka,0
2025-12-09 05:36:48,eshita,osaka_complex_006.png,osaka,complex,osaka,1
2025-12-09 05:36:56,eshita,shiga_simple_006.png,shiga,simple,saitama,0
2025-12-09 05:36:58,eshita,shiga_complex_010.png,shiga,complex,shiga,1
